"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Canadian health characteristics, two-year period estimates, census metropolitan areas and population centres",13100805,105-0593,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310080501",1;2;3;4;5;6;49;50,"CURRENT - a cube available to the public and that is current",Occasional,2015-01-01,2015-01-01,5

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
1,Geography,3;4;5;6,
2,"Age group",,
3,Sex,,
4,Indicators,,
5,Characteristics,41;42;43;44;45;46;47,

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
1,Saskatchewan,[47],36,1,,,
1,"Large urban population centres, Saskatchewan",,37,36,,,
1,"Medium population centres, Saskatchewan",,38,36,,,
1,"Small population centres, Saskatchewan",,39,36,,,
1,"Rural areas, Saskatchewan",,40,36,,,
1,Alberta,[48],41,1,,,
1,"Large urban population centres, Alberta",,42,41,,,
1,"Medium population centres, Alberta",,43,41,,,
1,"Small population centres, Alberta",,44,41,,,
1,"Rural areas, Alberta",,45,41,,,
1,"British Columbia",[59],46,1,,,
1,"Large urban population centres, British Columbia",,47,46,,,
1,"Medium population centres, British Columbia",,48,46,,,
1,"Small population centres, British Columbia",,49,46,,,
1,"Rural areas, British Columbia",,50,46,,,
1,Yukon,[60],51,1,,6,
1,"Small population centres, Yukon",,52,51,,,
1,"Rural areas, Yukon",,53,51,,,
1,"Northwest Territories",[61],54,1,,6,
1,"Small population centres, Northwest Territories",,55,54,,,
1,"Rural areas, Northwest Territories",,56,54,,,
1,Nunavut,[62],57,1,,6,
1,"Small population centres, Nunavut",,58,57,,,
1,"Rural areas, Nunavut",,59,57,,,
1,"Total, census metropolitan areas",,60,,,,
1,"St. John's, Newfoundland and Labrador",[001],61,60,,,
1,"Halifax, Nova Scotia",[205],62,60,,,
1,"Moncton, New Brunswick",[305],63,60,,,
1,"Saint John, New Brunswick",[310],64,60,,,
1,"Saguenay, Quebec",[408],65,60,,,
1,"Québec, Quebec",[421],66,60,,,
1,"Sherbrooke, Quebec",[433],67,60,,,
1,"Trois-Rivières, Quebec",[442],68,60,,,
1,"Montréal, Quebec",[462],69,60,,,
1,"Ottawa-Gatineau, Ontario/Quebec",[505],70,60,,,
1,"Ottawa-Gatineau, Quebec part",[24505],71,70,,,
1,"Ottawa-Gatineau, Ontario part",[35505],72,70,,,
1,"Kingston, Ontario",[521],73,60,,,
1,"Peterborough, Ontario",[529],74,60,,,
1,"Oshawa, Ontario",[532],75,60,,,
1,"Toronto, Ontario",[535],76,60,,,
1,"Hamilton, Ontario",[537],77,60,,,
1,"St. Catharines-Niagara, Ontario",[539],78,60,,,
1,"Kitchener-Cambridge-Waterloo, Ontario",[541],79,60,,,
1,"Brantford, Ontario",[543],80,60,,,
1,"Guelph, Ontario",[550],81,60,,,
1,"London, Ontario",[555],82,60,,,
1,"Windsor, Ontario",[559],83,60,,,
1,"Barrie, Ontario",[568],84,60,,,
1,"Greater Sudbury, Ontario",[580],85,60,,,
1,"Thunder Bay, Ontario",[595],86,60,,,
1,"Winnipeg, Manitoba",[602],87,60,,,
1,"Regina, Saskatchewan",[705],88,60,,,
1,"Saskatoon, Saskatchewan",[725],89,60,,,
1,"Calgary, Alberta",[825],90,60,,,
1,"Edmonton, Alberta",[835],91,60,,,
1,"Kelowna, British Columbia",[915],92,60,,,
1,"Abbotsford-Mission, British Columbia",[932],93,60,,,
1,"Vancouver, British Columbia",[933],94,60,,,
1,"Victoria, British Columbia",[935],95,60,,,
1,"Total, large urban population centres",,96,,,,
1,"Total, medium population centres",,97,,,,
1,"Total, small population centres",,98,,,,
1,"Total, rural areas",,99,,,,
2,"Total, 12 years and over",,1,,,,
2,"12 to 17 years",,2,1,,,
2,"18 to 34 years",,3,1,,,
2,"35 to 49 years",,4,1,,,
2,"50 to 64 years",,5,1,,,
2,"65 years and over",,6,1,,,
3,"Both sexes",,1,,,,
3,Males,,2,1,,,
3,Females,,3,1,,,
4,"Perceived health, very good or excellent",,1,,,7,
4,"Perceived health, fair or poor",,2,,,7,
4,"Perceived mental health, very good or excellent",,3,,,8,
4,"Perceived mental health, fair or poor",,4,,,8,
4,"Perceived life stress, most days quite a bit or extremely stressful",,5,,,9,
4,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",,6,,,10;11;12;13;14;15,
4,"Body mass index, adjusted self-reported, adult (18 years and over), obese",,7,,,10;11;12;13;14;15,
4,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",,8,,,10;11;12;13;15,
4,"Arthritis (15 years and over)",,9,,,16,
4,Diabetes,,10,,,17,
4,Asthma,,11,,,18,
4,"Chronic obstructive pulmonary disease (COPD; 35 years and over)",,12,,,19;20,
4,"High blood pressure",,13,,,20;21,
4,"Mood disorder",,14,,,22,
4,"Current smoker, daily or occasional",,15,,,23;24;25;26;27,
4,"Current smoker, daily",,16,15,,23;24;25;26,
4,"Heavy drinking",,17,,,28,
4,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",,18,,,29,
4,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",,19,,,30,
4,"Breast milk feeding initiation",,20,,,31;32,
4,"Exclusive breastfeeding, at least 6 months",,21,,,31;33;34,
4,"Fruit and vegetable consumption, 5 times or more per day",,22,,,35,
4,"Sense of belonging to local community, somewhat strong or very strong",,23,,,36,
4,"Life satisfaction, satisfied or very satisfied",,24,,,37,
4,"Has a regular healthcare provider",,25,,,38,
4,"Contact with a medical doctor in the past 12 months",,26,,,39;40,
4,"Influenza immunization in the past 12 months",,27,,,51,
5,"Number of persons",,1,,,,
5,"Low 95% confidence interval, number of persons",,2,,,,
5,"High 95% confidence interval, number of persons",,3,,,,
5,Percent,,4,,,,
5,"Low 95% confidence interval, percent",,5,,,,
5,"High 95% confidence interval, percent",,6,,,,
5,"Statistically different from the Canada rate",,7,,,48,
5,"Statistically different from the provincial rate",,8,,,48,

Symbol Legend
Description,Symbol
"not available for a specific reference period",..
"less than the limit of detection",<LOD
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded",0s
"data quality: excellent",A
"data quality: very good",B
"data quality: good",C
"data quality: acceptable",D
"use with caution",E
"too unreliable to be published.",F
"not applicable",...
preliminary,p
revised,r
"suppressed to meet the confidentiality requirements of the Statistics Act",x
terminated,t

"Survey Code","Survey Name"
3226,"Canadian Community Health Survey - Annual Component"

"Subject Code","Subject Name"
13,Health

"Note ID",Note
1,"Source: Statistics Canada, Canadian Community Health Survey (CCHS)."
2,"All estimates in this table are calculated excluding non-response categories (""refusal"", ""don't know"", and ""not stated"") in the denominator."
3,"Data for the Canadian Community Health Survey (CCHS) are collected yearly from a sample of approximately 65,000 respondents.  The table 13-10-0805-01 presents estimates from two-year combined data and features breakdown by all census metropolitan areas (CMA), population centre (POPCTR) and rural areas."
4,"A census metropolitan area (CMA) is an area consisting of one or more adjacent municipalities situated around a major urban core. A CMA must have a total population of at least 100,000 of which 50,000 or more must live in the core. Beginning in 2013/2014, the CMAs are defined by the 2011 Census."
5,"A population centre (POPCTR) has a population of at least 1,000 and a population density of 400 persons or more per square kilometre, based on population counts from the 2011 Census of Population. Population centres are classified into three groups, depending on the size of their population: small population centres, with a population between 1,000 and 29,999; medium population centres, with a population between 30,000 and 99,999; large urban population centres, with a population of 100,000 or more. The rural area of Canada is the area that remains after the delineation of population centres using 2011 census population data. Included in rural areas are: small towns, villages and other populated places with less than 1,000 population; rural areas of census metropolitan areas and census agglomerations that may contain estate lots, as well as agricultural, undevelopped an non-developable lands; agricultural lands; remote and wilderness areas."
6,"In the north, the frame for the Canadian Community Health Survey (CCHS) covers 92% of the targeted population in the Yukon, 96% in the Northwest Territories and 92% in Nunavut. In Nunavut, starting in 2013, the coverage was expanded to represent 92% of the targeted population. Before 2013, the coverage was 71% since the survey covered only the 10 largest communities."
7,"Population aged 12 and over who reported perceiving their own health status as being either excellent or very good or fair or poor, depending on the indicator. Perceived health refers to the perception of a person's health in general, either by the person himself or herself, or, in the case of proxy response, by the person responding. Health means not only the absence of disease or injury but also physical, mental and social well-being."
8,"Population aged 12 and over who reported perceiving their own mental health status as being excellent or very good or fair or poor, depending on the indicator. Perceived mental health refers to the perception of a person's mental health in general. Perceived mental health provides a general indication of the population suffering from some form of mental disorder, mental or emotional problems, or distress, not necessarily reflected in perceived health."
9,"Population aged 12 and over who reported perceiving that most days in their life were quite a bit or extremely stressful. Perceived life stress refers to the amount of stress in the person's life, on most days, as perceived by the person or, in the case of proxy response, by the person responding."
10,"Body mass index (BMI) is a method of classifying body weight according to health risk. According to the World Health Organization (WHO) and Health Canada guidelines, health risk levels are associated with each of the following BMI categories: normal weight = least health risk; underweight and overweight = increased health risk; obese, class I = high health risk; obese, class II = very high health risk; obese, class III = extremely high health risk."
11,"Body mass index (BMI) is calculated by dividing the respondent's body weight (in kilograms) by their height (in metres) squared."
12,"Body mass index (BMI) is calculated for the population aged 12 and over, excluding pregnant females and persons less than 3 feet (0.914 metres) tall or greater than 6 feet 11 inches (2.108 metres)."
13,"According to the World Health Organization (WHO) and Health Canada guidelines, the index for body weight classification for the population aged 18 and older is: less than 18.50 (underweight); 18.50 to 24.99 (normal weight); 25.00 to 29.99 (overweight); 30.00 to 34.99 (obese, class I); 35.00 to 39.99 (obese, class II); 40.00 or greater (obese, class III). The population aged 12 to 17 is classified as ""severely obese"", ""obese"", or ""overweight"" according to age and sex specific cut-off points defined by the World Health Organization."
14,"A systematic review of the literature concluded that the use of self-reported data among adults underestimates weight and overestimates height, resulting in lower estimates of obesity than those obtained from measured data. Using data from the 2005 Canadian Community Health Survey (CCHS) subsample, where both measured and self-reported height and weight were collected, BMI correction equations have been developed. This table presents obesity estimates adjusted using these equations."
15,"The Canadian Community Health Survey (CCHS) - Annual, the Canadian Health Measures Survey (CHMS) and the 2015 CCHS - Nutrition, all collect height and weight data and derive obesity rates based on Body Mass Index (BMI). Users should take note of the data collection method, the target population and the classification system used by each survey in order to select the appropriate data set."
16,"Population aged 15 and over who reported that they have been diagnosed by a health professional as having arthritis. Arthritis includes osteoarthritis and rheumatoid arthritis, but excludes fibromyalgia."
17,"Population aged 12 and over who reported that they have been diagnosed by a health professional as having Type 1 or Type 2 diabetes, including females 15 and over who reported that they have been diagnosed with gestational diabetes."
18,"Population aged 12 and over who reported that they have been diagnosed by a health professional as having asthma."
19,"Population aged 35 and over who reported being diagnosed by a health professional with chronic bronchitis, emphysema or chronic obstructive pulmonary disease (COPD)."
20,"The Canadian Health Measures Survey (CHMS) and the Canadian Community Health Survey (CCHS) - Annual both collect data on the prevalence of chronic obstructive pulmonary disease (COPD) and high blood pressure. Users should take note of the data collection method and the target population of each survey in order to select the appropriate data set."
21,"Population aged 12 and over who reported that they have been diagnosed by a health professional as having high blood pressure."
22,"Population aged 12 and over who reported that they have been diagnosed by a health professional as having a mood disorder, such as depression, bipolar disorder, mania or dysthymia."
23,"Population aged 12 and over who reported being a current smoker. Does not take into account the number of cigarettes smoked."
24,"Data collected for this indicator is based on the question referring to smoking of cigarettes only. Note that data on smoking alternative tobacco products is captured in a different module (TAL)."
25,"Daily smoker refers to those who reported smoking cigarettes every day."
26,"Statistics Canada has two main surveys that produce national and provincial smoking rates.  The Canadian Community Health Survey (CCHS), and the Canadian Tobacco, Alcohol and Drugs Survey (CTADS), which replaces the Canadian Tobacco Use Monitoring Survey (CTUMS) beginning in 2013.  Users should be aware of a number of differences between CCHS and CTADS. CCHS collects information from respondents aged 12 and over, CTADS collects information from respondents aged 15 and over; the two surveys use different sampling frames; the annual sample for CTADS is 20,000 compared to 65,000 for CCHS; in CCHS, smoking questions are asked in the context of a wide range of health-related behaviours whereas in CTADS,  all questions are related to the use of multiple products and substances with addictive properties.  Although these factors can influence the estimates produced at a single point in time, the trends produced by the two surveys have been noted to be very consistent over time. Rather than comparing smoking rates produced from the two surveys, Statistics Canada advises users to choose a single source, based on their objectives, and to use that source consistently."
27,"Occasional smoker refers to those who reported smoking cigarettes occasionally. This includes former daily smokers who now smoke occasionally."
28,"Heavy drinking refers to males who reported having 5 or more drinks, or women who reported having 4 or more drinks, on one occasion, at least once a month in the past year."
29,"Canadians aged 18 and over. Based on the number of minutes of physical activity reported in the last 7 days. Indicates whether adults are physically active, meaning that they participate in at least 150 minutes of moderate to vigorous intensity aerobic physical activity per week, in bouts of 10 minutes or more. Moderate exercise is defined as an activity that causes a person to breathe harder and sweat at least a little."
30,"Canadians aged 12 to 17. Based on the number of minutes of physical activity reported in the last 7 days. Indicates whether a youth is physically active by practicing an average of 60 minutes of moderate-to-vigorous physical activity each day. Moderate exercise is defined as an activity that causes a person to breathe harder and sweat at least a little."
31,"Based on information provided by females aged 15 to 55 who had a baby in the last 5 years."
32,"Initiated breastfeeding refers to mothers who breastfed or tried to breastfeed their last child, or gave breastmilk to their last child even if only for a short time."
33,"Exclusive breastfeeding refers to an infant receiving only breast milk, without any additional liquid (even water) or solid food."
34,"The numerator includes mothers who have exclusively breastfed for at least 6 months and who may or may not be still breastfeeding. The denominator includes all mothers who had a baby in the past 5 years but excludes mothers who were still breastfeeding and who had not introduced any other liquids or solid foods to the baby's feeds."
35,"Indicates the usual number of times (frequency) per day a person reported eating fruits and vegetables. Measure does not take into account the amount consumed. This includes pure fruit juice, frozen or canned fruits and vegetables, and dried fruit, but excludes fried potatoes."
36,"Population aged 12 and over who reported their sense of belonging to their local community as being very strong or somewhat strong. Research shows a high correlation of sense of community-belonging with physical and mental health."
37,"Population aged 12 and over who reported being satisfied or very satisfied with their life in general. Life satisfaction is based on a self-reported score from 0 to 10 for how respondents feel about their life as a whole at the moment. Satisfied or very satisfied represents those who indicated a value of 6 or more out of 10."
38,"Population aged 12 and over who have a health care provider they regularly see or talk to when they need normal care or advice for their health."
39,"Population aged 12 and over who reported having consulted with a medical doctor in the past 12 months."
40,"Medical doctor includes family or general practitioners as well as specialists such as surgeons, allergists, orthopaedists, gynaecologists, urologists or psychiatrists. For population aged 12 to 17, includes pediatricians."
41,"The confidence interval illustrates the degree of variability associated with a rate. Wide confidence intervals indicate high variability, thus, these rates should be interpreted with due caution. When comparing estimates, it is important to use confidence intervals to determine if differences between values are statistically significant."
42,"Bootstrapping techniques were used to produce the 95% confidence intervals (CIs)."
43,"Data with a coefficient of variation (CV) from 15.1% to 35.0% are identified as follows: (E) use with caution."
44,"Data with a coefficient of variation (CV) greater than 35.0% or that did not meet the minimum sample size requirement were suppressed and are identified as follows: (F) too unreliable to be published."
45,"The following standard symbols are used in this Statistics Canada table: (..) for figures not available for a specific reference period and (...) for figures not applicable."
46,"Percentages are rounded to the nearest tenth. Numbers are rounded to the nearest hundred."
47,"Census population counts have been used to produce the population projection counts. These counts are used to ensure that the Canadian Community Health Survey (CCHS) weights and resulting estimates included in this table are consistent with known population totals."
48,"This variable provides direction and statistical significance of the difference between estimates (p < 0.05). A value of +1 means the difference observed is significantly higher, -1 means the difference is significantly lower and 0 means the difference is not statistically significant."
49,"Due to changes in content and methodology, this table now replaces table 13-10-0464-01, which will now only be made available for historical revisions. As a result of the changes, users should use caution when comparing data in this table with the data in 13-10-0464-01."
50,"As a result of the 2015 redesign, Canadian Community Health Survey (CCHS) has a new collection strategy, a new sample design, and has undergone major content revisions. With all these factors taken together, caution should be taken when comparing data from previous cycles to data released for the 2015 cycle onwards."
51,"Population aged 12 and over who reported having their last influenza immunization (flu shot) in the past 12 months."

"Correction ID","Correction Date","Correction Note"

